Session Code,Product,Topic,Disclaimer,Session Data Update,Title,Abstract,Track,Type,Delivery,Times Offered
1810,Tableau Desktop,Customer Relationships,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Demystifying Energy Complexity in Hawaii,"Hawaii sits at a crossroads of meeting today’s energy challenges, achieving decarbonization goals, and preserving cultural practices. Creative data storytelling may be the key to unlocking all three.",Ind:Public Sector,Theater,In-Person,1
1227,"Tableau Agent,Tableau Cloud,Tableau Desktop","Artificial Intelligence,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Revolutionizing Climate Data Reporting with Tableau Agent,Learn how the speaker used Tableau Agent to create the first series of Climate Change vizzes — turning history into insights with fewer clicks — and how you can do the same in your next project.,Tableau,Theater,In-Person,1
1723,Tableau Cloud,Data Culture,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Turning the Voice of the Fan into Action with Tableau,"Learn how Live Nation uses Tableau to scale post-festival surveys into a best-in-class, always-on tool, giving festival-goers a voice to improve their fan and sponsorship experience onsite.",Ind:Media,Theater,In-Person,1
2269,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Asian & Pacific Islanders Meetup,Connect with Asian & Pacific Islanders who love data and use Tableau!,Community,Activity,In-Person,1
1547,Tableau Cloud,Democratization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau’s Accessibility Journey,Learn more about our accessibility innovations and how you can make data analytics possible for everyone.,Office of Accessibility,Breakout,In-Person,1
2016,Tableau Next,"Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,How Tableau+ Drives Sports & Entertainment Fan Engagement,Join this discussion on how Sports & Entertainment companies can power unforgettable fan experiences through data visualization accelerated data-driven decision making with AI in Tableau.,Ind:Communications,Roundtable,In-Person,1
1406,"Tableau Cloud,Tableau Desktop","Analytics,Data Strategy","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Redesigning Analytics at Penske with User Actions in Mind,Learn how Penske leveraged Tableau to visualize data models from Snowflake to improve associate insights by administering four key actions to change how managers interact with employees.,Partners,Theater,In-Person,1
1676,Tableau Cloud,Data Governance,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Use Sites (Finally!) to Govern Data in Tableau Cloud,Tableau Cloud now allows you to create and manage multiple Tableau sites. Learn how to host content in multiple geographic regions and when to use sites versus projects to enhance data governance.,Tableau,Theater,In-Person,1
1983,"Tableau Agent,Tableau Next,Tableau Semantics",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Accelerate Your Analysis with AI-powered Semantic Modeling,Explore how Data Pro streamlines analytics workflows with semantic model curation features such as AI-powered relationship suggestions and automatic calculated fields.,Agentforce,Breakout,In-Person,1
1050,"Tableau Agent,Tableau Pulse,Tableau Semantics","Data Culture,Data Governance","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Scaling Self-Service for an Australian Retail Giant,Self-service of data products is critical for businesses wanting to truly leverage D&A and AI. How can we resolve data discovery & data preparation to foster data curiosity beyond the analytics team?,Ind:Retail,Breakout,In-Person,1
1658,Tableau Next,"Analytics,Data Strategy","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Reinventing Customer Intelligence with Tableau Next,Concentrix’s business depends on innovating customer insights — and then delivering its solutions for customers. Find out how it will disrupt the customer intelligence market with Tableau Next.,Partners,Breakout,In-Person,1
1706,Agentforce,Data Culture,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Reimagine Analytics at Deloitte with Tableau Next,"Explore Deloitte’s vision for the future of BI with Agentic AI and Tableau Next – where data meets action, and intelligent systems guide decisions at the speed of thought",Partners,Breakout,"Broadcast,In-Person,VOD",1
1026,Tableau Cloud,Connectivity,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Bridge: Extending Your Data Beyond the Cloud,"Learn how Enact Mortgage deployed Tableau Bridge to create a hybrid Tableau Cloud experience. Discover best practices, the latest tips and tricks, and get the inside scoop on the Bridge roadmap.",Tableau,Breakout,In-Person,1
2271,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Financial Services Meetup,"Network with fellow attendees who work in Financial Services, talk about the projects you tackle, and get inspired by the art of the possible at this meetup!",Community,Activity,In-Person,1
2017,Agentforce,"Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Agentic Analytics: Manufacturing, Retail and CPG Roundtable","Join your manufacturing, retail, and CPG peers for a discusion on the potential of agentic analytics in your organization. Share insights on how to unlock AI in your analytics.",Ind:Retail,Roundtable,In-Person,1
2005,Data Cloud,Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,From Data to Action: A Unified Approach,"Empower AI and agents with trusted data from an E2E unified system. Join us to learn how automation, AI, and analytics, all fueled by a unified data strategy, can transform business outcomes.",Data Cloud,Breakout,"Broadcast,In-Person,VOD",1
2449,"Tableau Agent,Tableau Cloud,Tableau Next",Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Driving Innovation in Finance & Insurance with AI & Data,"Join us for a panel discussion and roundtable with industry leaders in Financial Services and Insurance. Explore how data and AI drive growth, enhance risk management, and improve customer experience.",Ancillary,Roundtable,In-Person,1
1884,Tableau Cloud,"Analytics,Data Governance","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Power Duo Savant and Tableau Unleash Self-Service Analytics,"Zynex Medical and Savant share how to empower wide-scale teams with self-service analytics automation, deliver cost-savings with cloud workflows, and achieve data governance including PAT automation.",Sponsors,Theater,In-Person,1
1267,"Tableau Agent,Tableau Next,Tableau Pulse",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Success with Tableau AI: Data Culture and Value Framework,"See how Tableau AI, Data Cloud, and Salesforce Agentforce align with the value framework to transform analytics into a cornerstone of customer success.",Tableau,Breakout,In-Person,1
1650,Agentforce,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"The End of an Era, But the Start of an Age(ntforce)","Inspired by the game-changing Eras Tour, this session explores the evolution of AI-driven analytics. Learn the key differences between Tableau Agent and Agentforce, to harness their full potential.",Agentforce,Theater,"Broadcast,In-Person,VOD",1
1984,"Tableau Agent,Tableau Next,Tableau Semantics",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Expanding Semantic Knowledge Using Agentic Experiences,"AI agents are only as powerful as the knowledge they understand. Discover how coaching, business context, and entity definitions refine AI insights, making them more accurate, relevant, and effective.",Agentforce,Theater,In-Person,1
2261,"Tableau Cloud,Tableau Next,Tableau Server",Thought Leadership,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Unlock Your Data Superpowers Using ALL of Tableau,"Discover how Tableau Next, Tableau Cloud, and Tableau Server come together to power every phase of the data journey — from modeling to visualization to insights — driving better decisions and results.",Tableau,Theater,"Broadcast,In-Person,VOD",1
1551,Slack,"Data Culture,DataFam","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Slack + Tableau = Digital Experience Super Duo,"It’s time for an upgrade. Create a collaborative, efficient, and creative digital workplace by integrating Slack with Tableau. We’ll share tips and strategies to implement and empower your users.",Slack,Theater,In-Person,1
1714,"Tableau Cloud,Tableau Desktop,Tableau Pulse","Data Culture,Salesforce on Tableau","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Powers Salesforce Marketing: From Insights to Action,Learn how new Tableau innovations supercharge the Salesforce marketing engine to champion our community and unlock revenue opportunities from the point of view of a Salesforce marketing analyst.,Marketing,Theater,In-Person,1
1886,"Developer Tools & APIs,Tableau Cloud",Migration,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Fast-Track to Tableau AI with Slalom Tableau Cloud Migration,"Discover how Slalom accelerates client migration to Tableau Cloud, unlocking game-changing AI features unique in the cloud and ensuring uninterrupted coverage for your users.",Sponsors,Theater,In-Person,1
1992,"Tableau Agent,Tableau Next",Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau & Agentforce: AI for Healthcare Analytics Innovation,"Using healthcare data, we will show you how to set up a semantic model and use Agentforce to ask analytical questions. This session will give you a foundation of how to get started with Tableau Next.",Ind:Health and Life Sciences,Theater,In-Person,1
1964,Tableau Next,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Embedding Tableau Next Anywhere,Learn how to use Tableau Next’s API-first approach to seamlessly integrate it in any and every application.,Tableau,Breakout,In-Person,1
1969,"Tableau Next,Tableau Semantics",Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Unlock Sales Insights & Accelerate Growth with Tableau Next,"Explore how Tableau Next revolutionizes sales analytics with agentic, intelligent, and contextual insights. Leverage the power of cross-cloud metrics to uncover trends and unlock smarter strategies.",Sales,Theater,In-Person,1
1995,"Developer Tools & APIs,Tableau Next,Tableau Semantics",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau and Agentforce for Public Sector,"Unlock new efficiencies with AI and Agentforce. Discover how cutting-edge capabilities can transform public sector operations, provide smarter insights, and streamline processes for effective results.",Ind:Public Sector,Theater,In-Person,1
2006,Data Cloud,Connectivity,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Connecting All Your Data: Real-Time, Unstructured and Beyond",Learn how Data Cloud connects all your data – from real-time streams to rich metadata. And maximize your existing data investments through zero copy integration to drive real business impact.,Data Cloud,Breakout,"In-Person,VOD",1
1366,Tableau Desktop,Visualization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,The Game Is Afoot: Micro Conversion Funnels to Unlock Growth,"Learn how we optimize customer engagement through the micro conversion funnel. Analyze channel performance & device behavior to identify friction points, improve the experience, and drive conversion.",Ind:Retail,Theater,"In-Person,VOD",1
2275,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Healthcare Meetup,"Network with fellow attendees who work in Healthcare, talk about the projects you tackle, and get inspired by the art of the possible at this meetup!",Community,Activity,In-Person,1
1537,Tableau Desktop,"Data Culture,DataFam","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Buddy Sandbox: Your Data Enablement Blueprint,"Discover how Tableau Buddy Sandbox, an Accelerator program, is mentoring the next generation of data professionals. See how you can implement similar enablement programs for your team or organization.",Community,Breakout,In-Person,1
2011,Developer Tools & APIs,"DataFam,Integration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,DataDev Quest Workshop,Join our DataDev Quest team and learn how use APIs and developer tools through challenges driven by our team. Beginner to intermediate levels.,Ancillary,Hands-on Training,In-Person,1
1123,"Tableau Cloud,Tableau Desktop,Tableau Server","Migration,Tableau Partner Network","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Vandy Conquers the Cloud in ’24,"Explore our successful migration story, covering decision-making, technical execution, and leveraging Tableau Cloud’s capabilities for gaining better insights and innovation with no interruptions.",Ind:Education,Theater,"In-Person,VOD",1
1988,Agentforce,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Empower Analysts: Future Analytics Experiences with Data Pro,"Explore how analytics evolves in the agentic era, keeping analysts at the helm to curate data, build trusted models, and drive insights. See how agents empower every analyst to be a data champion!",Agentforce,Theater,In-Person,1
2072,Tableau Semantics,"Data Strategy,Salesforce on Tableau","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Driving Engineering Operations at Scale using Tableau,"Engineering 360: Learn how Salesforce is leveraging Tableau and Data Cloud, transforming complex data into powerful engineering insights, and bringing excellence into engineering operations at scale.",Tableau,Theater,In-Person,1
2444,Agentforce,"Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Travel & Hospitality Roundtable: Data + AI,"Join this roundtable to explore AI, data insights, and agents in the travel & hospitality industry. Discover how to enhance traveler experiences with Tableau and Agentforce.",Ancillary,Roundtable,In-Person,1
1469,Tableau Next,Thought Leadership,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Proactively Manage Your Sales Pipeline with Tableau Next,Improve sales and stay informed with Tableau Next. Learn how to use Tableau Next to proactively manage your sales pipeline and collaborate more effectively with your sales team.,Partners,Theater,In-Person,1
1976,"Tableau Agent,Tableau Next,Tableau Semantics",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Next for Public Sector,Discover the future of public sector analytics with Tableau Next. Built on the Salesforce Platform with deep Data Cloud integrations. See how agentic analytics will revolutionize how you harness data.,Ind:Public Sector,Theater,In-Person,1
2265,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Data Pride Meetup,Join the Data Pride Meetup to connect with other attendees who belong to the LGBTQIA+ community. Allies welcome!,Community,Activity,In-Person,1
1200,Tableau Prep,"Analytics,Data Model","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Transforming ERP Implementation: A Tableau Approach,"Discover how Tableau can support ERP implementation by verifying data, guiding transformation of data between systems, and structuring data for analysis to ensure a successful rollout.",Ind:Health and Life Sciences,Theater,In-Person,1
1790,Tableau Cloud,Thought Leadership,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Roche: Pioneering GxP Compliance in Tableau Cloud at Scale,Discover how Roche is transforming the industry by achieving GxP compliance with Tableau Cloud to fully harness advanced analytics and generative AI in the near future.,Partners,Breakout,In-Person,1
2003,MuleSoft,"Connectivity,Integration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Unify Your Data and Enable Data-Driven Actions,"Integrate and visualize data from any data source — on-premises, cloud, hybrid, and legacy systems — enabling actionable insights with MuleSoft and Tableau to power the agentic enterprise.",MuleSoft,Theater,"In-Person,VOD",1
2272,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Public Sector Meetup,"Network with fellow attendees who work in the Public Sector, talk about the projects you tackle, and get inspired by the art of the possible at this Meetup!",Community,Activity,In-Person,1
2456,Agentforce,"Analytics,Salesforce on Tableau","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Make Sense of Your Marketing Data with Tableau Next,"Learn how Marketing Intelligence, powered by Agentforce, can optimize your digital marketing campaigns, and how Tableau Next will help surface what's REALLY driving performance.",Marketing,Breakout,In-Person,1
1888,"Advanced Management,Tableau Cloud","Artificial Intelligence,Data Strategy","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Run BI 2x Faster and Cheaper with AI-Enabled Scheduling,Are you using Tableau on Snowflake? Learn how we use large language models to optimize and dynamically schedule BI workloads across warehouses to speed up dashboards and cut Snowflake costs.,Sponsors,Theater,In-Person,1
1213,Advanced Management,"Data Strategy,DataFam","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Unleashing Tableau’s Hybrid Potential,"Seamlessly blend on-premises and cloud deployments, optimizing flexibility, security, and performance. Explore architectures, data strategies, and real-world success stories.",Tableau,Breakout,In-Person,1
2267,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Japanese Community Meetup,Do you belong to the Japan Tableau Community? Want to connect with other Japanese-speakers? This Meetup is for you!,Community,Activity,In-Person,1
1400,Tableau Pulse,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Bradesco DataFam Community Promotes Gen AI to Business Areas,See how Banco Bradesco built a vibrant internal Tableau community and fostered a data-driven culture. Learn how we enabled business users to gain insights with Tableau Pulse and Tableau Agent.,Ind:Financial Services,Breakout,In-Person,1
1467,Tableau Next,Thought Leadership,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Team Selling Made Easy with Tableau Next & Slack,"Learn how to leverage Tableau Next and Slack to seamlessly connect sales team members with subject matter experts in real time, fostering collaborative sales conversations & better customer outcomes.",Slack,Theater,"In-Person,VOD",1
1258,Tableau Cloud,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Release Preview Sites for Regulations and Change Management,"Learn from Tableau and Wiiisdom how the launch of release preview in Tableau Cloud helps customers unlock the ability to comply with regulatory (e.g., GxP) & internal change management best practices.",Partners,Breakout,In-Person,1
1965,Tableau Next,Data Governance,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,The Tableau Next Admin Experience,Learn about the setup and governance experience in Tableau Next to facilitate the best of both worlds—self-service and governed analytics.,Administrator,Theater,In-Person,1
2446,Agentforce,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Professional Services Roundtable: Data + AI,"Join this roundtable to discuss how Tableau and Agentforce can bring change to the Consulting, Accounting, Legal, and Staffing industries.",Ancillary,Roundtable,In-Person,1
2031,Tableau Exchange,"DataFam,Integration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Bringing Open-Source Community Content to Tableau Exchange,"Discover the Community Exchange on Tableau, a developer platform for sharing open-source Viz and Dashboard extensions. Learn the workflow, hear from a top DataFam contributor, and catch a live demo.",Tableau,Theater,In-Person,1
1959,Tableau Next,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Drive Analyst Productivity with Tableau Next Marketplace,"Enable analysts to create and share reusable analytics components to drive productivity, consistency, and collaboration within their enterprise. ",Tableau,Theater,"Broadcast,In-Person,VOD",1
1962,Slack,"Analytics,Integration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Collaborate with Live Insights in Slack and Tableau Next,"Bring insights into every conversation with our native Slack integration. Share live metrics into Slack Canvas & channels, monitor engagement, and collaborate in real time within both Tableau & Slack.",Tableau,Theater,"In-Person,VOD",1
1583,"Tableau Cloud,Tableau Server",Migration,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Cloud Migration App: Small Deployments Made Easy,"Migrate from Tableau Server to Tableau Cloud with this new, free standalone tool. You’ll explore appropriate use cases and scenarios. Conclude with an actual live small migration!",Tableau,Theater,In-Person,1
2021,Tableau Cloud,"Analytics,Data Culture","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Slaying The Analytics Monster - From POC To Launch in 6 Months,"Insulet’s legacy sales analytics tool fell behind user needs, leading to low adoption. Join this session to learn how Insulet assessed and transitioned to Tableau Cloud in just six months.",Ind:Manufacturing,Theater,In-Person,1
2277,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Developers (DataDev) Meetup,"Join fellow Tableau Developers (aka ""DataDevs"") and share best practices on how to build, fine-tune, and customize Tableau.",Community,Activity,In-Person,1
1973,Tableau Next,"Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Next: Powering Agentic Analytics in Media and Comms,"Learn how to unlock the full potential of AI for data and analytics, empowering your entire workforce to make data-driven decisions.",Ind:Communications,Theater,In-Person,1
1546,Tableau Cloud,Visualization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Oxxo Proximity & Health's Journey to Tableau Cloud,"Oxxo is a Mexican chain of convenience stores, with over 24,000 stores across Latin America as well as in the United States. It is the largest chain of convenience stores in Latin America.",Ind:Retail,Theater,In-Person,1
