End DateTime,Start DateTime,Session Code,Room,End Time,Date,Start Time,Length,Disclaimer
4/16/2025 3:10:00 PM,4/16/2025 2:30:00 PM,1419,"Stage 6 | Content Pavilion, Ground Level",3:10 PM,4/16/2025,2:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:35:00 AM,4/16/2025 9:15:00 AM,1138,"Theater 4 | Data Village, Ground Level",9:35 AM,4/16/2025,9:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:40:00 PM,4/15/2025 2:00:00 PM,1834,"Stage 1 | Content Pavilion, Ground Level",2:40 PM,4/15/2025,2:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:30:00 PM,4/17/2025 12:30:00 PM,2012,Roundtables 11B | Upper Level West,1:30 PM,4/17/2025,12:30 PM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:20:00 PM,4/17/2025 12:00:00 PM,1287,"Theater 3 | Data Village, Ground Level",12:20 PM,4/17/2025,12:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:20:00 PM,4/16/2025 3:00:00 PM,1710,"Theater 3 | Data Village, Ground Level",3:20 PM,4/16/2025,3:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:20:00 PM,4/15/2025 12:00:00 PM,2002,"Theater 1 | Data Village, Ground Level",12:20 PM,4/15/2025,12:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:40:00 PM,4/17/2025 2:00:00 PM,1981,"Stage 3 | Content Pavilion, Ground Level",2:40 PM,4/17/2025,2:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:40:00 AM,4/17/2025 11:00:00 AM,1271,"Stage 7 | Content Pavilion, Ground Level",11:40 AM,4/17/2025,11:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:05:00 PM,4/16/2025 11:45:00 AM,1887,"Theater 2 | Data Village, Ground Level",12:05 PM,4/16/2025,11:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:35:00 PM,4/16/2025 3:15:00 PM,1410,"Theater 2 | Data Village, Ground Level",3:35 PM,4/16/2025,3:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:35:00 PM,4/15/2025 4:15:00 PM,1122,"Theater 4 | Data Village, Ground Level",4:35 PM,4/15/2025,4:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:50:00 PM,4/16/2025 1:30:00 PM,1305,"Theater 3 | Data Village, Ground Level",1:50 PM,4/16/2025,1:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:50:00 AM,4/17/2025 10:30:00 AM,1305,"Theater 3 | Data Village, Ground Level",10:50 AM,4/17/2025,10:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:40:00 PM,4/15/2025 4:00:00 PM,1561,"Stage 1 | Content Pavilion, Ground Level",4:40 PM,4/15/2025,4:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:40:00 AM,4/17/2025 9:00:00 AM,1036,"Stage 1 | Content Pavilion, Ground Level",9:40 AM,4/17/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:10:00 PM,4/16/2025 11:30:00 AM,1874,"Stage 2 | Content Pavilion, Ground Level",12:10 PM,4/16/2025,11:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:40:00 AM,4/17/2025 8:00:00 AM,1956,"Stage 5 | Content Pavilion, Ground Level",8:40 AM,4/17/2025,8:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:10:00 PM,4/15/2025 1:30:00 PM,1990,"Stage 4 | Content Pavilion, Ground Level",2:10 PM,4/15/2025,1:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:10:00 PM,4/16/2025 12:30:00 PM,1639,"Stage 4 | Content Pavilion, Ground Level",1:10 PM,4/16/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:50:00 PM,4/16/2025 1:30:00 PM,1707,"Theater 1 | Data Village, Ground Level",1:50 PM,4/16/2025,1:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:10:00 PM,4/16/2025 11:30:00 AM,1958,"Stage 8 | Content Pavilion, Ground Level",12:10 PM,4/16/2025,11:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:20:00 PM,4/15/2025 4:00:00 PM,1812,"Theater 1 | Data Village, Ground Level",4:20 PM,4/15/2025,4:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:45:00 PM,4/16/2025 1:00:00 PM,2274,"Community Meetups | Data Village, Ground Level",1:45 PM,4/16/2025,1:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:40:00 PM,4/15/2025 4:00:00 PM,1115,"Stage 7 | Content Pavilion, Ground Level",4:40 PM,4/15/2025,4:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:40:00 AM,4/15/2025 9:00:00 AM,1531,"Stage 3 | Content Pavilion, Ground Level",9:40 AM,4/15/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:10:00 PM,4/15/2025 3:30:00 PM,1608,"Stage 4 | Content Pavilion, Ground Level",4:10 PM,4/15/2025,3:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:35:00 PM,4/16/2025 1:15:00 PM,1972,"Theater 4 | Data Village, Ground Level",1:35 PM,4/16/2025,1:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:10:00 AM,4/16/2025 10:30:00 AM,2013,"Stage 8 | Content Pavilion, Ground Level",11:10 AM,4/16/2025,10:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:40:00 AM,4/17/2025 9:00:00 AM,1382,"Stage 3 | Content Pavilion, Ground Level",9:40 AM,4/17/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:35:00 PM,4/15/2025 3:15:00 PM,1049,"Theater 2 | Data Village, Ground Level",3:35 PM,4/15/2025,3:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:10:00 AM,4/17/2025 10:30:00 AM,1312,"Stage 8 | Content Pavilion, Ground Level",11:10 AM,4/17/2025,10:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 5:10:00 PM,4/15/2025 4:30:00 PM,1404,"Stage 2 | Content Pavilion, Ground Level",5:10 PM,4/15/2025,4:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:40:00 PM,4/17/2025 1:00:00 PM,1426,"Stage 1 | Content Pavilion, Ground Level",1:40 PM,4/17/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:45:00 AM,4/17/2025 8:00:00 AM,2276,"Community Meetups | Data Village, Ground Level",8:45 AM,4/17/2025,8:00 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:05:00 AM,4/16/2025 10:45:00 AM,1993,"Theater 4 | Data Village, Ground Level",11:05 AM,4/16/2025,10:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:05:00 PM,4/16/2025 2:45:00 PM,1065,"Theater 2 | Data Village, Ground Level",3:05 PM,4/16/2025,2:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:35:00 PM,4/17/2025 12:15:00 PM,1065,"Theater 4 | Data Village, Ground Level",12:35 PM,4/17/2025,12:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:05:00 PM,4/15/2025 1:45:00 PM,1883,"Theater 2 | Data Village, Ground Level",2:05 PM,4/15/2025,1:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:10:00 AM,4/17/2025 8:30:00 AM,1515,"Stage 8 | Content Pavilion, Ground Level",9:10 AM,4/17/2025,8:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:10:00 PM,4/15/2025 3:30:00 PM,1793,"Stage 6 | Content Pavilion, Ground Level",4:10 PM,4/15/2025,3:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:50:00 PM,4/15/2025 2:30:00 PM,1757,"Theater 1 | Data Village, Ground Level",2:50 PM,4/15/2025,2:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:10:00 PM,4/15/2025 3:30:00 PM,1276,"Stage 8 | Content Pavilion, Ground Level",4:10 PM,4/15/2025,3:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:35:00 PM,4/16/2025 2:15:00 PM,1810,"Theater 2 | Data Village, Ground Level",2:35 PM,4/16/2025,2:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:35:00 AM,4/16/2025 9:15:00 AM,1227,"Theater 2 | Data Village, Ground Level",9:35 AM,4/16/2025,9:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:05:00 AM,4/16/2025 9:45:00 AM,1723,"Theater 4 | Data Village, Ground Level",10:05 AM,4/16/2025,9:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:45:00 PM,4/15/2025 4:00:00 PM,2269,"Community Meetups | Data Village, Ground Level",4:45 PM,4/15/2025,4:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:40:00 PM,4/15/2025 2:00:00 PM,1547,"Stage 3 | Content Pavilion, Ground Level",2:40 PM,4/15/2025,2:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:30:00 PM,4/16/2025 12:30:00 PM,2016,Roundtables 11B | Upper Level West,1:30 PM,4/16/2025,12:30 PM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:35:00 PM,4/16/2025 2:15:00 PM,1406,"Theater 4 | Data Village, Ground Level",2:35 PM,4/16/2025,2:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:05:00 PM,4/16/2025 2:45:00 PM,1676,"Theater 4 | Data Village, Ground Level",3:05 PM,4/16/2025,2:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:40:00 AM,4/16/2025 9:00:00 AM,1983,"Stage 1 | Content Pavilion, Ground Level",9:40 AM,4/16/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:40:00 AM,4/17/2025 11:00:00 AM,1050,"Stage 3 | Content Pavilion, Ground Level",11:40 AM,4/17/2025,11:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:40:00 PM,4/16/2025 1:00:00 PM,1658,"Stage 3 | Content Pavilion, Ground Level",1:40 PM,4/16/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:40:00 PM,4/16/2025 2:00:00 PM,1706,"Stage 5 | Content Pavilion, Ground Level",2:40 PM,4/16/2025,2:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 8:40:00 AM,4/16/2025 8:00:00 AM,1026,"Stage 1 | Content Pavilion, Ground Level",8:40 AM,4/16/2025,8:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:45:00 AM,4/16/2025 9:00:00 AM,2271,"Community Meetups | Data Village, Ground Level",9:45 AM,4/16/2025,9:00 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:00:00 PM,4/17/2025 11:00:00 AM,2017,Roundtables 11B | Upper Level West,12:00 PM,4/17/2025,11:00 AM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:40:00 PM,4/15/2025 3:00:00 PM,2005,"Stage 5 | Content Pavilion, Ground Level",3:40 PM,4/15/2025,3:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:15:00 AM,4/16/2025 10:30:00 AM,2449,"Innovation Lounge 6A, Roundtable A | Upper Level W",11:15 AM,4/16/2025,10:30 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:05:00 PM,4/15/2025 12:45:00 PM,1884,"Theater 2 | Data Village, Ground Level",1:05 PM,4/15/2025,12:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:10:00 PM,4/17/2025 11:30:00 AM,1267,"Stage 4 | Content Pavilion, Ground Level",12:10 PM,4/17/2025,11:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:20:00 AM,4/17/2025 11:00:00 AM,1650,"Theater 1 | Data Village, Ground Level",11:20 AM,4/17/2025,11:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:35:00 PM,4/16/2025 12:15:00 PM,1984,"Theater 4 | Data Village, Ground Level",12:35 PM,4/16/2025,12:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:50:00 PM,4/15/2025 12:30:00 PM,2261,"Theater 1 | Data Village, Ground Level",12:50 PM,4/15/2025,12:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:20:00 AM,4/16/2025 11:00:00 AM,1551,"Theater 3 | Data Village, Ground Level",11:20 AM,4/16/2025,11:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:50:00 PM,4/16/2025 12:30:00 PM,1714,"Theater 3 | Data Village, Ground Level",12:50 PM,4/16/2025,12:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:35:00 PM,4/15/2025 2:15:00 PM,1886,"Theater 2 | Data Village, Ground Level",2:35 PM,4/15/2025,2:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:50:00 PM,4/16/2025 2:30:00 PM,1992,"Theater 3 | Data Village, Ground Level",2:50 PM,4/16/2025,2:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:10:00 PM,4/16/2025 11:30:00 AM,1964,"Stage 4 | Content Pavilion, Ground Level",12:10 PM,4/16/2025,11:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:05:00 AM,4/16/2025 8:45:00 AM,1969,"Theater 4 | Data Village, Ground Level",9:05 AM,4/16/2025,8:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:35:00 AM,4/17/2025 8:15:00 AM,1995,"Theater 2 | Data Village, Ground Level",8:35 AM,4/17/2025,8:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 3:10:00 PM,4/17/2025 2:30:00 PM,2006,"Stage 8 | Content Pavilion, Ground Level",3:10 PM,4/17/2025,2:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:20:00 PM,4/15/2025 1:00:00 PM,1366,"Theater 1 | Data Village, Ground Level",1:20 PM,4/15/2025,1:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:45:00 PM,4/16/2025 2:00:00 PM,2275,"Community Meetups | Data Village, Ground Level",2:45 PM,4/16/2025,2:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:10:00 PM,4/16/2025 2:30:00 PM,1537,"Stage 2 | Content Pavilion, Ground Level",3:10 PM,4/16/2025,2:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:30:00 AM,4/16/2025 8:00:00 AM,2011,Hands-on Training 27A | Upper Level East,9:30 AM,4/16/2025,8:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:20:00 AM,4/17/2025 9:00:00 AM,1123,"Theater 1 | Data Village, Ground Level",9:20 AM,4/17/2025,9:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:50:00 PM,4/17/2025 12:30:00 PM,1988,"Theater 3 | Data Village, Ground Level",12:50 PM,4/17/2025,12:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:05:00 PM,4/15/2025 3:45:00 PM,2072,"Theater 2 | Data Village, Ground Level",4:05 PM,4/15/2025,3:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:45:00 PM,4/15/2025 2:00:00 PM,2444,"Innovation Lounge 6A, Roundtable A | Upper Level W",2:45 PM,4/15/2025,2:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:05:00 PM,4/16/2025 12:45:00 PM,1469,"Theater 4 | Data Village, Ground Level",1:05 PM,4/16/2025,12:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:35:00 AM,4/17/2025 11:15:00 AM,1976,"Theater 4 | Data Village, Ground Level",11:35 AM,4/17/2025,11:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:45:00 PM,4/15/2025 12:00:00 PM,2265,"Community Meetups | Data Village, Ground Level",12:45 PM,4/15/2025,12:00 PM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:50:00 AM,4/17/2025 11:30:00 AM,1200,"Theater 3 | Data Village, Ground Level",11:50 AM,4/17/2025,11:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
