id,title,date,start_time,end_time,session_slot,topic,description
1907_slot0,"Regression, Correlation, Logits — Oh My! Stats with Tableau",2025-04-15,08:15,09:45,8:15 - 9:45,Analytics,"Whether you’re a rookie eager to learn statistical fundamentals or a seasoned vet looking to refine your skills, this training is designed to elevate your game in statistical analysis using Tableau."
1907_slot1,"Regression, Correlation, Logits — Oh My! Stats with Tableau",2025-04-16,10:00,11:30,10:00 - 11:30,Analytics,"Whether you’re a rookie eager to learn statistical fundamentals or a seasoned vet looking to refine your skills, this training is designed to elevate your game in statistical analysis using Tableau."
1907_slot2,"Regression, Correlation, Logits — Oh My! Stats with Tableau",2025-04-17,12:30,14:00,12:30 - 14:00,Analytics,"Whether you’re a rookie eager to learn statistical fundamentals or a seasoned vet looking to refine your skills, this training is designed to elevate your game in statistical analysis using Tableau."
1706,Reimagine Analytics at Deloitte with Tableau Next,2025-04-16,14:00,14:40,14:00 - 14:40,Data Culture,"Explore Deloitte’s vision for the future of BI with Agentic AI and Tableau Next – where data meets action, and intelligent systems guide decisions at the speed of thought"
1658,Reinventing Customer Intelligence with Tableau Next,2025-04-16,13:00,13:40,13:00 - 13:40,"Analytics, Data Strategy",Concentrix’s business depends on innovating customer insights — and then delivering its solutions for customers. Find out how it will disrupt the customer intelligence market with Tableau Next.
1068_slot0,Relationship Data Model: Let Tableau Write Your SQL For You,2025-04-16,12:30,13:10,12:30 - 13:10,"Data Model, DataFam","Learn how to model data in Tableau for optimal query performance. Discover the power and flexibility of relationships that will have you saying, “Less data with more answers.”"
1068_slot1,Relationship Data Model: Let Tableau Write Your SQL For You,2025-04-17,08:00,08:40,8:00 - 8:40,"Data Model, DataFam","Learn how to model data in Tableau for optimal query performance. Discover the power and flexibility of relationships that will have you saying, “Less data with more answers.”"
1275_slot0,Relationships vs. Joins vs. Blends,2025-04-15,14:00,14:40,14:00 - 14:40,"Data Model, Visualization","Effectively bring tables together in Tableau. This session covers joins, relationships, and blends —how they work, when to use them, and best practices for building efficient, effective data models."
1275_slot1,Relationships vs. Joins vs. Blends,2025-04-16,09:30,10:10,9:30 - 10:10,"Data Model, Visualization","Effectively bring tables together in Tableau. This session covers joins, relationships, and blends —how they work, when to use them, and best practices for building efficient, effective data models."
1258,Release Preview Sites for Regulations and Change Management,2025-04-15,13:00,13:40,13:00 - 13:40,Analytics,"Learn from Tableau and Wiiisdom how the launch of release preview in Tableau Cloud helps customers unlock the ability to comply with regulatory (e.g., GxP) & internal change management best practices."
1227,Revolutionizing Climate Data Reporting with Tableau Agent,2025-04-16,09:15,09:35,9:15 - 9:35,"Artificial Intelligence, Visualization",Learn how the speaker used Tableau Agent to create the first series of Climate Change vizzes — turning history into insights with fewer clicks — and how you can do the same in your next project.
1790,Roche: Pioneering GxP Compliance in Tableau Cloud at Scale,2025-04-15,12:00,12:40,12:00 - 12:40,Thought Leadership,Discover how Roche is transforming the industry by achieving GxP compliance with Tableau Cloud to fully harness advanced analytics and generative AI in the near future.
2445,Roundtable for Service-Based Businesses: Data + AI,2025-04-16,14:30,15:15,14:30 - 15:15,"Analytics, Artificial Intelligence","Join this roundtable to explore how Tableau and Agentforce can transform service-based businesses like Real Estate, Construction, and Consumer Services."
1888,Run BI 2x Faster and Cheaper with AI-Enabled Scheduling,2025-04-16,11:15,11:35,11:15 - 11:35,"Artificial Intelligence, Data Strategy",Are you using Tableau on Snowflake? Learn how we use large language models to optimize and dynamically schedule BI workloads across warehouses to speed up dashboards and cut Snowflake costs.
1426,Saddle Up Admins! Time to Wrangle Your Tableau Server,2025-04-17,13:00,13:40,13:00 - 13:40,"Analytics, Visualization","Does your Tableau Server feel like the Wild Wild West? Join us to learn how to catalog your content, understand your user base, and build effective data alerts to become a Trailblazing Tableau admin."
1321,Safeguard Payments Data on Tableau Cloud with PCI Compliance,2025-04-16,11:45,12:05,11:45 - 12:05,"Data Governance, Security",Learn how Tableau Cloud supports PCI-DSS compliance and how you can configure your environment to meet security standards while unlocking powerful analytics for payments data.
1737_slot0,Salesforce on Tableau: How Salesforce Uses Tableau to WIN,2025-04-15,11:30,11:50,11:30 - 11:50,Salesforce on Tableau,"Salesforce’s sales strategy org runs on Tableau; everybody has data and vizzes that run their business on a daily basis. In this session, we’ll show how we built a culture that truly runs on data."
1737_slot1,Salesforce on Tableau: How Salesforce Uses Tableau to WIN,2025-04-17,13:15,13:35,13:15 - 13:35,Salesforce on Tableau,"Salesforce’s sales strategy org runs on Tableau; everybody has data and vizzes that run their business on a daily basis. In this session, we’ll show how we built a culture that truly runs on data."
1266,Scale Your Organization’s Analytics with Tableau Agent,2025-04-15,13:15,13:35,13:15 - 13:35,Data Strategy,"Discover architecture and data strategy and learn how Tableau Agent empowers organizations to scale analytical capabilities with AI-driven insights, secure data governance, and enhanced productivity."
1956,"Scaling Agentic AI: Strategy, Best Practices, and Beyond",2025-04-17,08:00,08:40,8:00 - 8:40,"Artificial Intelligence, Data Culture","It’s time to scale agentic AI — but how? Join us for proven methodologies and best practices across people, process, and technology so you can step boldly into the agentic era with Tableau Next."
2256,Scaling Analytics with Tableau Pulse,2025-04-15,08:15,08:35,8:15 - 8:35,"Artificial Intelligence, Data Strategy","See how PagerDuty is transforming Analytics for different personas by introducing Tableau Pulse metrics, allowing analysts to ask questions about their KPIs."
1050,Scaling Self-Service for an Australian Retail Giant,2025-04-17,11:00,11:40,11:00 - 11:40,"Data Culture, Data Governance",Self-service of data products is critical for businesses wanting to truly leverage D&A and AI. How can we resolve data discovery & data preparation to foster data curiosity beyond the analytics team?
1169,Scaling Tableau: Carrefour’s Retail Revolution in France,2025-04-15,11:30,12:10,11:30 - 12:10,"Democratization, Visualization","See how Carrefour, EMEA retail leader, scaled Tableau to transform market share analysis, optimize in-store operations, and replace legacy tools. A must-see roadmap for large-scale Tableau success."
1727_slot0,"Secure, Stunning, and Accessible Landing Pages",2025-04-15,16:00,16:20,16:00 - 16:20,"DataFam, Visualization","Create your dream landing page with row-based security, dynamic zone visibility, images, and tab order — ensuring users see exactly what they need while incorporating key accessibility features."
1727_slot1,"Secure, Stunning, and Accessible Landing Pages",2025-04-17,11:00,11:20,11:00 - 11:20,"DataFam, Visualization","Create your dream landing page with row-based security, dynamic zone visibility, images, and tab order — ensuring users see exactly what they need while incorporating key accessibility features."
1885,Securing AWS and Tableau Connectivity with Private Connect,2025-04-16,13:45,14:05,13:45 - 14:05,"Connectivity, Security",Combine the speed of your Amazon Redshift with Tableau to easily and securely access your cloud data warehouse and quickly perform visual analysis via Tableau's intuitive drag and drop interface.
1710,Semantic Layers: The Universal Data Translator,2025-04-16,15:00,15:20,15:00 - 15:20,"Data Governance, DataFam","Discover how semantic layers unify data teams with the business, enhance AI accuracy, reduce costs, and ensure consistent analytics, creating a single source of truth across your organization."
1915_slot0,Set It and Don’t Forget It: Set and Parameter Actions,2025-04-15,08:00,09:30,8:00 - 9:30,Analytics,Struggling with static dashboards or hitting analytical roadblocks? Revolutionize user experiences and interactivity with advanced set and parameter actions.
1915_slot1,Set It and Don’t Forget It: Set and Parameter Actions,2025-04-16,10:30,12:00,10:30 - 12:00,Analytics,Struggling with static dashboards or hitting analytical roadblocks? Revolutionize user experiences and interactivity with advanced set and parameter actions.
1915_slot2,Set It and Don’t Forget It: Set and Parameter Actions,2025-04-16,14:30,16:00,14:30 - 16:00,Analytics,Struggling with static dashboards or hitting analytical roadblocks? Revolutionize user experiences and interactivity with advanced set and parameter actions.
1915_slot3,Set It and Don’t Forget It: Set and Parameter Actions,2025-04-17,12:00,13:30,12:00 - 13:30,Analytics,Struggling with static dashboards or hitting analytical roadblocks? Revolutionize user experiences and interactivity with advanced set and parameter actions.
1917_slot0,Setting the Table: Intro to Table Calcs,2025-04-15,14:00,15:30,14:00 - 15:30,Analytics,"Will cover introductory concepts of table calculations such as quick table calculations, Compute Using, and beginner addressing and partitioning (scope and direction)."
1917_slot1,Setting the Table: Intro to Table Calcs,2025-04-16,10:30,12:00,10:30 - 12:00,Analytics,"Will cover introductory concepts of table calculations such as quick table calculations, Compute Using, and beginner addressing and partitioning (scope and direction)."
1917_slot2,Setting the Table: Intro to Table Calcs,2025-04-16,14:30,16:00,14:30 - 16:00,Analytics,"Will cover introductory concepts of table calculations such as quick table calculations, Compute Using, and beginner addressing and partitioning (scope and direction)."
1917_slot3,Setting the Table: Intro to Table Calcs,2025-04-17,14:00,15:30,14:00 - 15:30,Analytics,"Will cover introductory concepts of table calculations such as quick table calculations, Compute Using, and beginner addressing and partitioning (scope and direction)."
1379,Shhh: The Secrets Behind 17 Tableau Public Viz of the Days,2025-04-15,13:30,13:50,13:30 - 13:50,"DataFam, Visualization",A Tableau Visionary and Public Ambassador with 17 Viz of the Days (VOTD) will spill her top tips and tricks for creating standout vizzes. Will yours be next?
1887,Should we build this in Tableau or dbt?,2025-04-16,11:45,12:05,11:45 - 12:05,"Data Governance, Data Model",We want to give analysts the freedom they need in Tableau without data teams giving up all control. Learn how to transform metadata into an actionable foundation for governance and AI you can trust.
1059_slot0,Simplify Data Prep with Tableau Agent,2025-04-15,15:00,15:40,15:00 - 15:40,Analytics,"Learn how Tableau Agent in Tableau Prep simplifies data prep. From pivots to advanced calculations, discover how Agent empowers analysts of all levels. Plus, get an exclusive look at the roadmap."
1059_slot1,Simplify Data Prep with Tableau Agent,2025-04-17,09:30,10:10,9:30 - 10:10,Analytics,"Learn how Tableau Agent in Tableau Prep simplifies data prep. From pivots to advanced calculations, discover how Agent empowers analysts of all levels. Plus, get an exclusive look at the roadmap."
1461,Skinning Snakes: Python and TabPy for Qualitative Data,2025-04-15,14:00,14:20,14:00 - 14:20,Visualization,"Ready to unlock hidden stories in your survey responses and customer feedback? In this session, we dive into the combination of Tableau and TabPy for quantitative analysis of qualitative data."
1551,Slack + Tableau = Digital Experience Super Duo,2025-04-16,11:00,11:20,11:00 - 11:20,"Data Culture, DataFam","It’s time for an upgrade. Create a collaborative, efficient, and creative digital workplace by integrating Slack with Tableau. We’ll share tips and strategies to implement and empower your users."
2021,Slaying The Analytics Monster - From POC To Launch in 6 Months,2025-04-16,12:45,13:05,12:45 - 13:05,"Analytics, Data Culture","Insulet’s legacy sales analytics tool fell behind user needs, leading to low adoption. Join this session to learn how Insulet assessed and transitioned to Tableau Cloud in just six months."
1952_slot0,Sneak Peek Tableau Next — Actions in Agent Builder,2025-04-15,14:00,15:30,14:00 - 15:30,"Analytics, Artificial Intelligence",Come join this opportunity to build agents and setup actions in Tableau Next.
1952_slot1,Sneak Peek Tableau Next — Actions in Agent Builder,2025-04-16,08:00,09:30,8:00 - 9:30,"Analytics, Artificial Intelligence",Come join this opportunity to build agents and setup actions in Tableau Next.
1952_slot2,Sneak Peek Tableau Next — Actions in Agent Builder,2025-04-17,08:00,09:30,8:00 - 9:30,"Analytics, Artificial Intelligence",Come join this opportunity to build agents and setup actions in Tableau Next.
1952_slot3,Sneak Peek Tableau Next — Actions in Agent Builder,2025-04-17,14:00,15:30,14:00 - 15:30,"Analytics, Artificial Intelligence",Come join this opportunity to build agents and setup actions in Tableau Next.
1799,"So You’ve Migrated to Cloud, Now What? Tips for Site Admins",2025-04-16,13:30,14:10,13:30 - 14:10,"Data Governance, Migration","Migrating to Tableau Cloud is just the start. This session covers strategies for post-migration challenges, including governance, content management, and automating tasks like reassigning ownership."
1582_slot0,Speed Up Dashboards with These Tips and Tricks,2025-04-15,09:15,09:35,9:15 - 9:35,"Analytics, Data Model",Slow data sources and inefficient design degrade dashboard performance and the happiness of your consumers. Learn techniques and resources to speed up Tableau and make your consumers productive.
1582_slot1,Speed Up Dashboards with These Tips and Tricks,2025-04-17,12:45,13:05,12:45 - 13:05,"Analytics, Data Model",Slow data sources and inefficient design degrade dashboard performance and the happiness of your consumers. Learn techniques and resources to speed up Tableau and make your consumers productive.
1923_slot0,Spice Up Your Data: Advanced Calcs,2025-04-15,14:30,16:00,14:30 - 16:00,Analytics,"Discover techniques to harness the full power of advanced calculated fields, including conditional statements, advanced date operations, string manipulations and more."
1923_slot1,Spice Up Your Data: Advanced Calcs,2025-04-16,10:00,11:30,10:00 - 11:30,Analytics,"Discover techniques to harness the full power of advanced calculated fields, including conditional statements, advanced date operations, string manipulations and more."
1923_slot2,Spice Up Your Data: Advanced Calcs,2025-04-17,08:00,09:30,8:00 - 9:30,Analytics,"Discover techniques to harness the full power of advanced calculated fields, including conditional statements, advanced date operations, string manipulations and more."
1923_slot3,Spice Up Your Data: Advanced Calcs,2025-04-17,12:30,14:00,12:30 - 14:00,Analytics,"Discover techniques to harness the full power of advanced calculated fields, including conditional statements, advanced date operations, string manipulations and more."
1150,Stay in the Workflow with Tableau and (Viz) Extensions,2025-04-15,09:15,09:35,9:15 - 9:35,Analytics,Leverage your Tableau experience and connect your dashboard interactions to workflows by using a Viz Extension.
1411,Steal Like an Artist with Inspiration from Tableau Public,2025-04-17,13:00,13:20,13:00 - 13:20,"DataFam, Visualization","Learn how to use Tableau Public as a hub of creativity and inspiration, reverse-engineer vizzes, and easily integrate elements from your favorite vizzes into your dashboards to elevate your analytics."
1996,Strategies for Tableau Success at Scale,2025-04-15,14:00,15:00,14:00 - 15:00,Data Culture,"In this roundtable, COEs, admins, and data leaders will network and learn proven best practices across key focus areas: administration, strategy and governance, proficiency and community."
1267,Success with Tableau AI: Data Culture and Value Framework,2025-04-17,11:30,12:10,11:30 - 12:10,Artificial Intelligence,"See how Tableau AI, Data Cloud, and Salesforce Agentforce align with the value framework to transform analytics into a cornerstone of customer success."
1873,Supercharge Analytics with AWS AI/ML Insights,2025-04-15,14:30,15:10,14:30 - 15:10,"Analytics, Artificial Intelligence",Leverage Tableau native integrations with Salesforce and AWS AI/ML to accelerate AI-driven insights and business outcomes.
1903_slot0,Surf’s Up: An Admin’s Guide to Monitoring and Governance,2025-04-15,08:00,09:30,8:00 - 9:30,Data Governance,"Be a RAD admin. Explore best practices for monitoring user activity and data governance to keep your deployment fast, efficient, and secure. This session is for cloud and server admins."
1903_slot1,Surf’s Up: An Admin’s Guide to Monitoring and Governance,2025-04-16,14:00,15:30,14:00 - 15:30,Data Governance,"Be a RAD admin. Explore best practices for monitoring user activity and data governance to keep your deployment fast, efficient, and secure. This session is for cloud and server admins."
1903_slot2,Surf’s Up: An Admin’s Guide to Monitoring and Governance,2025-04-17,14:30,16:00,14:30 - 16:00,Data Governance,"Be a RAD admin. Explore best practices for monitoring user activity and data governance to keep your deployment fast, efficient, and secure. This session is for cloud and server admins."
1191_slot0,"Swapping, Popping, and More with Dynamic Zone Visibility",2025-04-15,13:30,14:10,13:30 - 14:10,"DataFam, Visualization","Join two Tableau Visionaries and forum legends as they guide you through Dynamic Zone Visibility. Learn use cases and techniques to make your workbooks more interactive, functional, and fun."
1191_slot1,"Swapping, Popping, and More with Dynamic Zone Visibility",2025-04-16,08:30,09:10,8:30 - 9:10,"DataFam, Visualization","Join two Tableau Visionaries and forum legends as they guide you through Dynamic Zone Visibility. Learn use cases and techniques to make your workbooks more interactive, functional, and fun."
1992,Tableau & Agentforce: AI for Healthcare Analytics Innovation,2025-04-16,14:30,14:50,14:30 - 14:50,Data Strategy,"Using healthcare data, we will show you how to set up a semantic model and use Agentforce to ask analytical questions. This session will give you a foundation of how to get started with Tableau Next."
1995,Tableau and Agentforce for Public Sector,2025-04-17,08:15,08:35,8:15 - 8:35,Artificial Intelligence,"Unlock new efficiencies with AI and Agentforce. Discover how cutting-edge capabilities can transform public sector operations, provide smarter insights, and streamline processes for effective results."
1986,"Tableau and Agentforce: Getting Started, Overview, Roadmap",2025-04-16,09:00,09:40,9:00 - 9:40,Artificial Intelligence,"Join us to explore how Tableau and Agentforce is revolutionizing analytics with agentic AI. Discover how agentic analytics empowers your workforce, what’s next on the roadmap, and how to get started."
1026,Tableau Bridge: Extending Your Data Beyond the Cloud,2025-04-16,08:00,08:40,8:00 - 8:40,Connectivity,"Learn how Enact Mortgage deployed Tableau Bridge to create a hybrid Tableau Cloud experience. Discover best practices, the latest tips and tricks, and get the inside scoop on the Bridge roadmap."
1901_slot0,"Tableau Bridge: Tips, Tricks, and Troubleshooting",2025-04-15,08:15,09:45,8:15 - 9:45,Connectivity,"Learn how to set up, optimize, and troubleshoot Tableau Bridge for seamless private network data connectivity. This hands-on session covers best practices, common issues, and solutions for data teams."
1901_slot1,"Tableau Bridge: Tips, Tricks, and Troubleshooting",2025-04-16,10:00,11:30,10:00 - 11:30,Connectivity,"Learn how to set up, optimize, and troubleshoot Tableau Bridge for seamless private network data connectivity. This hands-on session covers best practices, common issues, and solutions for data teams."
1901_slot2,"Tableau Bridge: Tips, Tricks, and Troubleshooting",2025-04-17,12:00,13:30,12:00 - 13:30,Connectivity,"Learn how to set up, optimize, and troubleshoot Tableau Bridge for seamless private network data connectivity. This hands-on session covers best practices, common issues, and solutions for data teams."
1537,Tableau Buddy Sandbox: Your Data Enablement Blueprint,2025-04-16,14:30,15:10,14:30 - 15:10,"Data Culture, DataFam","Discover how Tableau Buddy Sandbox, an Accelerator program, is mentoring the next generation of data professionals. See how you can implement similar enablement programs for your team or organization."
1648_slot0,Tableau Data Modeling 101,2025-04-15,08:00,08:40,8:00 - 8:40,Data Model,Have you ever tried to connect to data and realized it didn’t quite fit the standard model? Have no fear. Learn about data modeling best practices and structure your data like a Tableau rockstar.
1648_slot1,Tableau Data Modeling 101,2025-04-17,11:30,12:10,11:30 - 12:10,Data Model,Have you ever tried to connect to data and realized it didn’t quite fit the standard model? Have no fear. Learn about data modeling best practices and structure your data like a Tableau rockstar.
2277,Tableau Developers (DataDev) Meetup,2025-04-17,09:00,09:45,9:00 - 9:45,,"Join fellow Tableau Developers (aka ""DataDevs"") and share best practices on how to build, fine-tune, and customize Tableau."
1946_slot0,Tableau for AI Developers,2025-04-15,14:30,16:00,14:30 - 16:00,"Analytics, Artificial Intelligence","Learn how to integrate Tableau’s governed insights into AI agents to deliver rich, actionable analytics experiences. Dive into agentic AI and explore Tableau APIs for embedding insights seamlessly."
1946_slot1,Tableau for AI Developers,2025-04-16,12:30,14:00,12:30 - 14:00,"Analytics, Artificial Intelligence","Learn how to integrate Tableau’s governed insights into AI agents to deliver rich, actionable analytics experiences. Dive into agentic AI and explore Tableau APIs for embedding insights seamlessly."
1946_slot2,Tableau for AI Developers,2025-04-17,08:00,09:30,8:00 - 9:30,"Analytics, Artificial Intelligence","Learn how to integrate Tableau’s governed insights into AI agents to deliver rich, actionable analytics experiences. Dive into agentic AI and explore Tableau APIs for embedding insights seamlessly."
1277,Tableau Meets Comics: Data Storytelling Reimagined,2025-04-16,10:30,11:10,10:30 - 11:10,"DataFam, Visualization",Breaking free from traditional data visualization. Learn how to integrate comic storytelling principles and techniques into your dashboards to create dynamic and engaging dashboards.
2002,Tableau Next and the Salesforce Platform Advantage,2025-04-15,12:00,12:20,12:00 - 12:20,Analytics,"Tableau Next is built on the Salesforce Platform, a unified platform where data, metadata, workflows, apps, and AI come together to make agentic analytics possible. Join this session to learn more."
1976,Tableau Next for Public Sector,2025-04-17,11:15,11:35,11:15 - 11:35,Artificial Intelligence,Discover the future of public sector analytics with Tableau Next. Built on the Salesforce Platform with deep Data Cloud integrations. See how agentic analytics will revolutionize how you harness data.
1966,Tableau Next Governance,2025-04-15,12:45,13:05,12:45 - 13:05,"Data Governance, Security",Tableau Next combines self-service data and analytics with a secure and trusted set of assets. Learn about the vision and core concepts in governance that make self-service and trust possible.
1973,Tableau Next: Powering Agentic Analytics in Media and Comms,2025-04-17,08:30,08:50,8:30 - 8:50,"Analytics, Artificial Intelligence","Learn how to unlock the full potential of AI for data and analytics, empowering your entire workforce to make data-driven decisions."
1993,Tableau Next: Powering Agentic Analytics in Tech,2025-04-16,10:45,11:05,10:45 - 11:05,"Analytics, Artificial Intelligence",Discover how everyone can access agentic analytics out of the box to make better actionable decisions.
1972,Tableau Next: Prescribing the Future of Healthcare Analytics,2025-04-16,13:15,13:35,13:15 - 13:35,Data Strategy,Tableau Next is a new analytics experience natively built on the Salesforce Platform. See how healthcare companies are poised to unlock unprecedented insights and efficiencies with Tableau Next.
1714,Tableau Powers Salesforce Marketing: From Insights to Action,2025-04-16,12:30,12:50,12:30 - 12:50,"Data Culture, Salesforce on Tableau",Learn how new Tableau innovations supercharge the Salesforce marketing engine to champion our community and unlock revenue opportunities from the point of view of a Salesforce marketing analyst.
1931_slot0,Tableau Prep for Pros: Next Level Data Preparation,2025-04-15,12:00,13:30,12:00 - 13:30,Data Governance,"Calling all data prep pros. Join us to learn how to master Tableau Prep and unlock the power of Agentforce, making it easier than ever to write calculations and manipulate your data."
1931_slot1,Tableau Prep for Pros: Next Level Data Preparation,2025-04-16,12:00,13:30,12:00 - 13:30,Data Governance,"Calling all data prep pros. Join us to learn how to master Tableau Prep and unlock the power of Agentforce, making it easier than ever to write calculations and manipulate your data."
1931_slot2,Tableau Prep for Pros: Next Level Data Preparation,2025-04-17,08:30,10:00,8:30 - 10:00,Data Governance,"Calling all data prep pros. Join us to learn how to master Tableau Prep and unlock the power of Agentforce, making it easier than ever to write calculations and manipulate your data."
1394_slot0,Tableau Pulse Roadmap,2025-04-16,12:30,13:10,12:30 - 13:10,Democratization,Learn about the value the new innovations in Tableau Pulse on Tableau Cloud that empower business users in your organization to proactively get ahead of issues and take action.
1394_slot1,Tableau Pulse Roadmap,2025-04-17,09:30,10:10,9:30 - 10:10,Democratization,Learn about the value the new innovations in Tableau Pulse on Tableau Cloud that empower business users in your organization to proactively get ahead of issues and take action.
1981,Tableau Semantics with Tableau and Tableau Next,2025-04-17,14:00,14:40,14:00 - 14:40,"Data Model, Integration",Explore how Tableau Semantics seamlessly integrates into Tableau and Tableau Next to unlock analytics grounded in business context and rich data visualizations.
1982,Tableau Semantics with Tableau Published Data Sources,2025-04-16,12:30,12:50,12:30 - 12:50,"Analytics, Connectivity","Discover how Tableau Semantics integrates with Tableau published data sources to unify data, improve consistency, enhance governance, and create a powerful analytics experience for smarter decisions."
1066_slot0,Tableau Speed Tipping: 40 Tips in 40 Minutes,2025-04-16,11:00,11:40,11:00 - 11:40,"Democratization, Visualization","Join us for a fast-paced session packed with a fresh round of Tableau tips, shortcuts, and solutions to take your vizzing to the next level."
1066_slot1,Tableau Speed Tipping: 40 Tips in 40 Minutes,2025-04-17,13:00,13:40,13:00 - 13:40,"Democratization, Visualization","Join us for a fast-paced session packed with a fresh round of Tableau tips, shortcuts, and solutions to take your vizzing to the next level."
1018,Tableau Speed Tipping: Prep Edition,2025-04-16,09:00,09:40,9:00 - 9:40,"Data Model, Visualization","Join us for essential tips, tricks, and shortcuts for faster, more efficient data processing with Tableau Prep, accelerating your data preparation & empowering you to deliver insights in record time."
1547,Tableau’s Accessibility Journey,2025-04-15,14:00,14:40,14:00 - 14:40,Democratization,Learn more about our accessibility innovations and how you can make data analytics possible for everyone.
1927_slot0,Taco’ Bout Dirty Data: Prepare Spicy Data with Tableau Prep,2025-04-15,08:15,09:45,8:15 - 9:45,Analytics,Is your data dirtier than a fish taco you found on the beach in San Diego? Tired of stuffing data into Tableau like a burrito with a stale tortilla?  Well ... this is nacho’ average data prep class.
1927_slot1,Taco’ Bout Dirty Data: Prepare Spicy Data with Tableau Prep,2025-04-16,12:30,14:00,12:30 - 14:00,Analytics,Is your data dirtier than a fish taco you found on the beach in San Diego? Tired of stuffing data into Tableau like a burrito with a stale tortilla?  Well ... this is nacho’ average data prep class.
1927_slot2,Taco’ Bout Dirty Data: Prepare Spicy Data with Tableau Prep,2025-04-16,14:00,15:30,14:00 - 15:30,Analytics,Is your data dirtier than a fish taco you found on the beach in San Diego? Tired of stuffing data into Tableau like a burrito with a stale tortilla?  Well ... this is nacho’ average data prep class.
1927_slot3,Taco’ Bout Dirty Data: Prepare Spicy Data with Tableau Prep,2025-04-17,14:30,16:00,14:30 - 16:00,Analytics,Is your data dirtier than a fish taco you found on the beach in San Diego? Tired of stuffing data into Tableau like a burrito with a stale tortilla?  Well ... this is nacho’ average data prep class.
1963,"Take Action with Agents, Flows, and Slack in Tableau Next",2025-04-16,15:00,15:20,15:00 - 15:20,"Analytics, Salesforce on Tableau","Turn insights into action with Salesforce, Flows, and Slack. Explore data, answer follow-up questions, and leverage agents for deeper insights — all with Tableau Next."
1625,Taming the Data Beast: Normalization Strategies in Tableau,2025-04-17,12:00,12:40,12:00 - 12:40,"Data Model, Visualization",Discover the power of data normalization in Tableau to unlock insights. Learn how to clean and structure your data to drive informed decision-making across your business.
1390,Taming the “Cannot Mix Aggregate and Non-Aggregate” Beast,2025-04-15,14:30,14:50,14:30 - 14:50,"DataFam, Visualization","In this session, you’ll learn how to avoid aggregation pitfalls in Tableau and resolve common errors, including “Cannot mix aggregate and non-aggregate.”"
1467,Team Selling Made Easy with Tableau Next & Slack,2025-04-15,15:30,15:50,15:30 - 15:50,Thought Leadership,"Learn how to leverage Tableau Next and Slack to seamlessly connect sales team members with subject matter experts in real time, fostering collaborative sales conversations & better customer outcomes."
1776,Ten-Minute Tableau: Rapid Insights from DataFam’s Best,2025-04-15,09:00,09:20,9:00 - 9:20,"DataFam, Thought Leadership",Catch favorite “aha” moments and highlights from the podcast “Ten Minute Tuesday” — featuring career insights and tips from Tableau’s top contributors to help you grow and skill up.
1656,The 2025 Tableau Community Awards: The Vizzies,2025-04-17,12:00,12:40,12:00 - 12:40,"DataFam, Visualization","Join us for the 10th annual Vizzies award show as we recognize outstanding members of the Tableau Community, voted by the community, in 15 categories, including best designer, favorite viz, and more."
1922_slot0,The Analyst’s Dilemma: Table Calcs vs. LODs,2025-04-15,12:30,14:00,12:30 - 14:00,Analytics,"You understand table calculations and level of detail expressions, but how do you choose which to use? Join us to learn more about these calc types and how to choose the best in different scenarios."
1922_slot1,The Analyst’s Dilemma: Table Calcs vs. LODs,2025-04-16,14:00,15:30,14:00 - 15:30,Analytics,"You understand table calculations and level of detail expressions, but how do you choose which to use? Join us to learn more about these calc types and how to choose the best in different scenarios."
1922_slot2,The Analyst’s Dilemma: Table Calcs vs. LODs,2025-04-17,08:30,10:00,8:30 - 10:00,Analytics,"You understand table calculations and level of detail expressions, but how do you choose which to use? Join us to learn more about these calc types and how to choose the best in different scenarios."
1922_slot3,The Analyst’s Dilemma: Table Calcs vs. LODs,2025-04-17,12:00,13:30,12:00 - 13:30,Analytics,"You understand table calculations and level of detail expressions, but how do you choose which to use? Join us to learn more about these calc types and how to choose the best in different scenarios."
1335,The Art to Crafting a Memorable User Experience,2025-04-15,12:30,13:10,12:30 - 13:10,"DataFam, Visualization","Go beyond the defaults and reimagine what’s possible. I’ll cover why design matters, data viz fundamentals, and how to delight your users for greater impact."
1650,"The End of an Era, But the Start of an Age(ntforce)",2025-04-17,11:00,11:20,11:00 - 11:20,Artificial Intelligence,"Inspired by the game-changing Eras Tour, this session explores the evolution of AI-driven analytics. Learn the key differences between Tableau Agent and Agentforce, to harness their full potential."
1906_slot0,The Excel Escape Room: Crack the Data Code with Tableau,2025-04-15,14:00,15:30,14:00 - 15:30,Analytics,"Trapped in Excel? Escape in 90 minutes. Solve data puzzles, dodge spreadsheet pitfalls, and unlock Tableau’s power. Crack the code, break free, and transform chaos into clarity — before time runs out."
1906_slot1,The Excel Escape Room: Crack the Data Code with Tableau,2025-04-16,08:30,10:00,8:30 - 10:00,Analytics,"Trapped in Excel? Escape in 90 minutes. Solve data puzzles, dodge spreadsheet pitfalls, and unlock Tableau’s power. Crack the code, break free, and transform chaos into clarity — before time runs out."
1906_slot2,The Excel Escape Room: Crack the Data Code with Tableau,2025-04-16,12:30,14:00,12:30 - 14:00,Analytics,"Trapped in Excel? Escape in 90 minutes. Solve data puzzles, dodge spreadsheet pitfalls, and unlock Tableau’s power. Crack the code, break free, and transform chaos into clarity — before time runs out."
