Region,Segment,Category,Sub-Category,YearMonth,Budget
West,Consumer,Office Supplies,Binders,2024-03,40.42
West,Consumer,Office Supplies,Binders,2024-04,155.41
West,Consumer,Office Supplies,Binders,2024-05,26.92
West,Consumer,Office Supplies,Binders,2024-06,95.56
West,Consumer,Office Supplies,Binders,2024-07,177.58
West,Consumer,Office Supplies,Binders,2024-08,63.26
West,Consumer,Office Supplies,Binders,2024-09,593.34
West,Consumer,Office Supplies,Binders,2024-10,195.84
West,Consumer,Office Supplies,Binders,2024-11,3269.3
West,Consumer,Office Supplies,Binders,2024-12,1503.91
West,Consumer,Office Supplies,Binders,2025-01,1886.19
West,Consumer,Office Supplies,Binders,2025-03,478.42
West,Consumer,Office Supplies,Binders,2025-04,328.31
West,Consumer,Office Supplies,Binders,2025-05,208.53
West,Consumer,Office Supplies,Binders,2025-06,1546.27
West,Consumer,Office Supplies,Binders,2025-07,98.13
West,Consumer,Office Supplies,Binders,2025-08,561.56
West,Consumer,Office Supplies,Binders,2025-09,5207.12
West,Consumer,Office Supplies,Binders,2025-10,281.18
West,Consumer,Office Supplies,Binders,2025-11,1346.32
West,Consumer,Office Supplies,Binders,2025-12,273.34
West,Consumer,Office Supplies,Envelopes,2022-01,108.57
West,Consumer,Office Supplies,Envelopes,2022-05,156.6
West,Consumer,Office Supplies,Envelopes,2022-09,349.54
West,Consumer,Office Supplies,Envelopes,2022-10,8.27
West,Consumer,Office Supplies,Envelopes,2022-11,51.17
West,Consumer,Office Supplies,Envelopes,2023-06,192.99
West,Consumer,Office Supplies,Envelopes,2023-07,177.58
West,Consumer,Office Supplies,Envelopes,2023-09,29.36
West,Consumer,Office Supplies,Envelopes,2023-10,12.1
West,Consumer,Office Supplies,Envelopes,2023-11,9.26
West,Consumer,Office Supplies,Envelopes,2023-12,375.27
West,Consumer,Office Supplies,Envelopes,2024-04,79.74
West,Consumer,Office Supplies,Envelopes,2024-05,57.36
West,Consumer,Office Supplies,Envelopes,2024-07,43.6
West,Consumer,Office Supplies,Envelopes,2024-08,149.51
West,Consumer,Office Supplies,Envelopes,2024-09,66.29
West,Consumer,Office Supplies,Envelopes,2024-11,222.7
West,Consumer,Office Supplies,Envelopes,2024-12,141.76
West,Consumer,Office Supplies,Envelopes,2025-04,19.51
West,Consumer,Office Supplies,Envelopes,2025-05,41.53
West,Consumer,Office Supplies,Envelopes,2025-06,46.71
West,Consumer,Office Supplies,Envelopes,2025-11,16.63
West,Consumer,Office Supplies,Fasteners,2022-04,11.04
West,Consumer,Office Supplies,Fasteners,2022-06,17.43
West,Consumer,Office Supplies,Fasteners,2022-08,24.9
West,Consumer,Office Supplies,Fasteners,2022-09,16.75
West,Consumer,Office Supplies,Fasteners,2022-11,33.96
West,Consumer,Office Supplies,Fasteners,2022-12,20.37
West,Consumer,Office Supplies,Fasteners,2023-03,11.83
West,Consumer,Office Supplies,Fasteners,2023-06,11.05
West,Consumer,Office Supplies,Fasteners,2023-07,8.55
West,Consumer,Office Supplies,Fasteners,2023-09,4.71
West,Consumer,Office Supplies,Fasteners,2023-10,20.72
West,Consumer,Office Supplies,Fasteners,2023-11,5.75
West,Consumer,Office Supplies,Fasteners,2023-12,63.87
West,Consumer,Office Supplies,Fasteners,2024-02,9.74
West,Consumer,Office Supplies,Fasteners,2024-05,6.6
West,Consumer,Office Supplies,Fasteners,2024-07,27.12
West,Consumer,Office Supplies,Fasteners,2024-08,9.27
West,Consumer,Office Supplies,Fasteners,2024-09,16.63
West,Consumer,Office Supplies,Fasteners,2024-10,104.19
West,Consumer,Office Supplies,Fasteners,2024-11,16.75
West,Consumer,Office Supplies,Fasteners,2025-01,19.86
West,Consumer,Office Supplies,Fasteners,2025-02,9.5
West,Consumer,Office Supplies,Fasteners,2025-04,10.32
West,Consumer,Office Supplies,Fasteners,2025-06,2.64
West,Consumer,Office Supplies,Fasteners,2025-07,11.82
West,Consumer,Office Supplies,Fasteners,2025-08,8.83
West,Consumer,Office Supplies,Fasteners,2025-09,38.84
West,Consumer,Office Supplies,Fasteners,2025-11,26.51
West,Consumer,Office Supplies,Fasteners,2025-12,25.47
West,Consumer,Office Supplies,Labels,2022-03,18.07
West,Consumer,Office Supplies,Labels,2022-04,28.65
West,Consumer,Office Supplies,Labels,2022-09,9.66
West,Consumer,Office Supplies,Labels,2022-10,48.2
West,Consumer,Office Supplies,Labels,2022-11,51.78
West,Consumer,Office Supplies,Labels,2022-12,173.91
West,Consumer,Office Supplies,Labels,2023-02,127.37
West,Consumer,Office Supplies,Labels,2023-03,13.22
West,Consumer,Office Supplies,Labels,2023-05,23.04
West,Consumer,Office Supplies,Labels,2023-06,8.48
West,Consumer,Office Supplies,Labels,2023-08,7.93
West,Consumer,Office Supplies,Labels,2023-09,9.22
West,Consumer,Office Supplies,Labels,2023-12,71.73
West,Consumer,Office Supplies,Labels,2024-01,76.92
West,Consumer,Office Supplies,Labels,2024-02,13.25
West,Consumer,Office Supplies,Labels,2024-05,27.93
West,Consumer,Office Supplies,Labels,2024-06,85.35
West,Consumer,Office Supplies,Labels,2024-07,118.91
West,Consumer,Office Supplies,Labels,2024-09,69.81
West,Consumer,Office Supplies,Labels,2024-11,109.3
West,Consumer,Office Supplies,Labels,2025-04,39.27
West,Consumer,Office Supplies,Labels,2025-05,35.44
West,Consumer,Office Supplies,Labels,2025-06,10.7
West,Consumer,Office Supplies,Labels,2025-07,819.17
West,Consumer,Office Supplies,Labels,2025-08,103.33
West,Consumer,Office Supplies,Labels,2025-09,153.65
West,Consumer,Office Supplies,Labels,2025-10,66.68
West,Consumer,Office Supplies,Labels,2025-11,105.36
West,Consumer,Office Supplies,Labels,2025-12,45.61
West,Consumer,Office Supplies,Paper,2022-01,124.52
West,Consumer,Office Supplies,Paper,2022-02,60.32
West,Consumer,Office Supplies,Paper,2022-05,48.09
West,Consumer,Office Supplies,Paper,2022-07,148.58
West,Consumer,Office Supplies,Paper,2022-08,919.13
West,Consumer,Office Supplies,Paper,2022-09,473.03
West,Consumer,Office Supplies,Paper,2022-10,76.56
West,Consumer,Office Supplies,Paper,2022-11,398.36
West,Consumer,Office Supplies,Paper,2022-12,532.79
West,Consumer,Office Supplies,Paper,2023-02,100.26
West,Consumer,Office Supplies,Paper,2023-03,273.46
West,Consumer,Office Supplies,Paper,2023-04,68.57
West,Consumer,Office Supplies,Paper,2023-05,65.81
West,Consumer,Office Supplies,Paper,2023-06,17.22
West,Consumer,Office Supplies,Paper,2023-07,57.81
West,Consumer,Office Supplies,Paper,2023-08,472.59
West,Consumer,Office Supplies,Paper,2023-09,396.88
West,Consumer,Office Supplies,Paper,2023-10,58.8
West,Consumer,Office Supplies,Paper,2023-11,914.78
West,Consumer,Office Supplies,Paper,2023-12,813.97
West,Consumer,Office Supplies,Paper,2024-01,10.86
West,Consumer,Office Supplies,Paper,2024-02,68.19
West,Consumer,Office Supplies,Paper,2024-03,68.08
West,Consumer,Office Supplies,Paper,2024-04,78.76
West,Consumer,Office Supplies,Paper,2024-05,325.58
West,Consumer,Office Supplies,Paper,2024-06,672.33
West,Consumer,Office Supplies,Paper,2024-07,72.38
West,Consumer,Office Supplies,Paper,2024-08,261.32
West,Consumer,Office Supplies,Paper,2024-09,467.25
West,Consumer,Office Supplies,Paper,2024-10,188.37
West,Consumer,Office Supplies,Paper,2024-11,716.45
West,Consumer,Office Supplies,Paper,2024-12,1095.01
West,Consumer,Office Supplies,Paper,2025-01,167.18
West,Consumer,Office Supplies,Paper,2025-02,58.19
West,Consumer,Office Supplies,Paper,2025-03,17.28
West,Consumer,Office Supplies,Paper,2025-04,52.74
West,Consumer,Office Supplies,Paper,2025-05,241.55
West,Consumer,Office Supplies,Paper,2025-06,569.46
West,Consumer,Office Supplies,Paper,2025-07,121.78
West,Consumer,Office Supplies,Paper,2025-08,499.17
West,Consumer,Office Supplies,Paper,2025-09,663.65
West,Consumer,Office Supplies,Paper,2025-10,45.08
West,Consumer,Office Supplies,Paper,2025-11,410.95
West,Consumer,Office Supplies,Paper,2025-12,900.82
West,Consumer,Office Supplies,Storage,2022-01,1395.66
West,Consumer,Office Supplies,Storage,2022-03,1352.14
West,Consumer,Office Supplies,Storage,2022-04,82.72
West,Consumer,Office Supplies,Storage,2022-05,53.86
West,Consumer,Office Supplies,Storage,2022-07,383.04
West,Consumer,Office Supplies,Storage,2022-08,518.11
West,Consumer,Office Supplies,Storage,2022-09,2114.23
West,Consumer,Office Supplies,Storage,2022-10,61.98
West,Consumer,Office Supplies,Storage,2022-11,2318.01
West,Consumer,Office Supplies,Storage,2022-12,1560.93
West,Consumer,Office Supplies,Storage,2023-03,104.99
West,Consumer,Office Supplies,Storage,2023-04,121.8
West,Consumer,Office Supplies,Storage,2023-05,1953.24
West,Consumer,Office Supplies,Storage,2023-06,398.55
West,Consumer,Office Supplies,Storage,2023-07,255.36
West,Consumer,Office Supplies,Storage,2023-08,2059.47
West,Consumer,Office Supplies,Storage,2023-09,1992.14
West,Consumer,Office Supplies,Storage,2023-10,286.11
West,Consumer,Office Supplies,Storage,2023-11,1777.79
West,Consumer,Office Supplies,Storage,2023-12,2393.37
West,Consumer,Office Supplies,Storage,2024-01,427.42
West,Consumer,Office Supplies,Storage,2024-02,150.28
West,Consumer,Office Supplies,Storage,2024-03,77.1
West,Consumer,Office Supplies,Storage,2024-04,772.64
West,Consumer,Office Supplies,Storage,2024-05,109.37
West,Consumer,Office Supplies,Storage,2024-06,244.47
West,Consumer,Office Supplies,Storage,2024-07,163.61
West,Consumer,Office Supplies,Storage,2024-08,17.42
West,Consumer,Office Supplies,Storage,2024-09,721.14
West,Consumer,Office Supplies,Storage,2024-10,611.13
West,Consumer,Office Supplies,Storage,2024-11,1024.27
West,Consumer,Office Supplies,Storage,2024-12,1980.94
West,Consumer,Office Supplies,Storage,2025-01,336.88
West,Consumer,Office Supplies,Storage,2025-02,473.12
West,Consumer,Office Supplies,Storage,2025-03,752.44
West,Consumer,Office Supplies,Storage,2025-04,227.25
West,Consumer,Office Supplies,Storage,2025-05,526.94
West,Consumer,Office Supplies,Storage,2025-06,587.26
West,Consumer,Office Supplies,Storage,2025-07,420.97
West,Consumer,Office Supplies,Storage,2025-08,698.04
West,Consumer,Office Supplies,Storage,2025-09,721.25
West,Consumer,Office Supplies,Storage,2025-11,3039.05
West,Consumer,Office Supplies,Storage,2025-12,1667.51
West,Consumer,Office Supplies,Supplies,2022-05,41.06
West,Consumer,Office Supplies,Supplies,2022-06,8.42
West,Consumer,Office Supplies,Supplies,2022-07,8925.96
West,Consumer,Office Supplies,Supplies,2022-08,7.36
West,Consumer,Office Supplies,Supplies,2022-09,7.5
West,Consumer,Office Supplies,Supplies,2022-11,84.45
West,Consumer,Office Supplies,Supplies,2022-12,89.37
West,Consumer,Office Supplies,Supplies,2023-03,30.03
West,Consumer,Office Supplies,Supplies,2023-04,11.94
West,Consumer,Office Supplies,Supplies,2023-05,34.55
West,Consumer,Office Supplies,Supplies,2023-08,31.86
West,Consumer,Office Supplies,Supplies,2023-09,68.41
West,Consumer,Office Supplies,Supplies,2023-10,40.82
West,Consumer,Office Supplies,Supplies,2023-12,33.5
West,Consumer,Office Supplies,Supplies,2024-04,29.15
West,Consumer,Office Supplies,Supplies,2024-08,14.82
West,Consumer,Office Supplies,Supplies,2024-10,72.8
West,Consumer,Office Supplies,Supplies,2024-12,32.71
West,Consumer,Office Supplies,Supplies,2025-01,112.05
West,Consumer,Office Supplies,Supplies,2025-03,1276.58
West,Consumer,Office Supplies,Supplies,2025-08,28.84
West,Consumer,Office Supplies,Supplies,2025-09,116.35
West,Consumer,Office Supplies,Supplies,2025-10,43.75
West,Consumer,Office Supplies,Supplies,2025-11,36.15
West,Consumer,Office Supplies,Supplies,2025-12,55.99
West,Consumer,Technology,Accessories,2022-03,132.01
West,Consumer,Technology,Accessories,2022-04,226.87
West,Consumer,Technology,Accessories,2022-05,614.17
West,Consumer,Technology,Accessories,2022-06,221.81
West,Consumer,Technology,Accessories,2022-07,1931.83
West,Consumer,Technology,Accessories,2022-08,209.3
West,Consumer,Technology,Accessories,2022-09,671.7
West,Consumer,Technology,Accessories,2022-10,339.96
West,Consumer,Technology,Accessories,2022-11,1191.75
West,Consumer,Technology,Accessories,2022-12,675.77
West,Consumer,Technology,Accessories,2023-02,524.82
West,Consumer,Technology,Accessories,2023-03,229.42
West,Consumer,Technology,Accessories,2023-04,692.74
West,Consumer,Technology,Accessories,2023-05,403.74
West,Consumer,Technology,Accessories,2023-06,1150.26
West,Consumer,Technology,Accessories,2023-07,658.21
West,Consumer,Technology,Accessories,2023-08,310.98
West,Consumer,Technology,Accessories,2023-09,285.37
West,Consumer,Technology,Accessories,2023-10,217.1
West,Consumer,Technology,Accessories,2023-11,1086.15
West,Consumer,Technology,Accessories,2023-12,3850.92
West,Consumer,Technology,Accessories,2024-01,74.02
West,Consumer,Technology,Accessories,2024-02,33.95
West,Consumer,Technology,Accessories,2024-05,425.46
West,Consumer,Technology,Accessories,2024-06,368.26
West,Consumer,Technology,Accessories,2024-07,391.92
West,Consumer,Technology,Accessories,2024-09,3701.98
West,Consumer,Technology,Accessories,2024-10,210.39
West,Consumer,Technology,Accessories,2024-11,2272.41
West,Consumer,Technology,Accessories,2024-12,3684.66
West,Consumer,Technology,Accessories,2025-02,806.67
West,Consumer,Technology,Accessories,2025-03,1236.54
West,Consumer,Technology,Accessories,2025-04,665.42
West,Consumer,Technology,Accessories,2025-05,1479.86
West,Consumer,Technology,Accessories,2025-06,587.65
West,Consumer,Technology,Accessories,2025-07,457.2
West,Consumer,Technology,Accessories,2025-08,202.26
West,Consumer,Technology,Accessories,2025-09,879.66
West,Consumer,Technology,Accessories,2025-10,1750.95
West,Consumer,Technology,Accessories,2025-11,1137.68
West,Consumer,Technology,Accessories,2025-12,1206.0
West,Consumer,Technology,Copiers,2022-08,1109.6
West,Consumer,Technology,Copiers,2022-09,1973.9
West,Consumer,Technology,Copiers,2023-03,1053.13
West,Consumer,Technology,Copiers,2023-04,693.58
West,Consumer,Technology,Copiers,2023-09,1114.0
West,Consumer,Technology,Copiers,2023-12,1467.8
West,Consumer,Technology,Copiers,2024-07,2682.57
West,Consumer,Technology,Copiers,2024-09,4451.85
West,Consumer,Technology,Copiers,2025-03,15653.43
West,Consumer,Technology,Copiers,2025-08,282.82
West,Consumer,Technology,Copiers,2025-12,1371.23
West,Consumer,Technology,Machines,2022-04,259.96
West,Consumer,Technology,Machines,2022-09,764.6
West,Consumer,Technology,Machines,2022-11,525.74
West,Consumer,Technology,Machines,2023-01,1918.45
West,Consumer,Technology,Machines,2023-04,67.38
West,Consumer,Technology,Machines,2023-05,2959.19
West,Consumer,Technology,Machines,2023-08,590.8
West,Consumer,Technology,Machines,2023-12,3382.16
West,Consumer,Technology,Machines,2024-05,926.8
West,Consumer,Technology,Machines,2024-06,4633.83
West,Consumer,Technology,Machines,2024-08,883.53
West,Consumer,Technology,Machines,2024-11,1129.0
West,Consumer,Technology,Machines,2025-06,365.84
West,Consumer,Technology,Machines,2025-10,451.89
West,Consumer,Technology,Machines,2025-11,1280.87
West,Consumer,Technology,Phones,2022-03,593.41
West,Consumer,Technology,Phones,2022-04,1589.14
West,Consumer,Technology,Phones,2022-05,2638.04
West,Consumer,Technology,Phones,2022-06,2001.41
West,Consumer,Technology,Phones,2022-07,831.82
West,Consumer,Technology,Phones,2022-08,3082.31
West,Consumer,Technology,Phones,2022-09,583.61
West,Consumer,Technology,Phones,2022-10,1283.69
West,Consumer,Technology,Phones,2022-11,8194.58
West,Consumer,Technology,Phones,2022-12,436.5
West,Consumer,Technology,Phones,2023-03,15.25
West,Consumer,Technology,Phones,2023-04,1311.55
West,Consumer,Technology,Phones,2023-05,1029.3
West,Consumer,Technology,Phones,2023-06,959.93
West,Consumer,Technology,Phones,2023-07,644.85
West,Consumer,Technology,Phones,2023-08,2207.36
West,Consumer,Technology,Phones,2023-09,36.46
West,Consumer,Technology,Phones,2023-10,2938.63
West,Consumer,Technology,Phones,2023-11,562.47
West,Consumer,Technology,Phones,2023-12,2986.51
West,Consumer,Technology,Phones,2024-02,588.49
West,Consumer,Technology,Phones,2024-03,169.62
West,Consumer,Technology,Phones,2024-04,38.9
West,Consumer,Technology,Phones,2024-05,256.71
West,Consumer,Technology,Phones,2024-06,1209.26
West,Consumer,Technology,Phones,2024-07,283.05
West,Consumer,Technology,Phones,2024-08,794.9
West,Consumer,Technology,Phones,2024-09,2668.48
West,Consumer,Technology,Phones,2024-10,347.64
West,Consumer,Technology,Phones,2024-11,286.99
West,Consumer,Technology,Phones,2024-12,1428.6
West,Consumer,Technology,Phones,2025-01,443.11
West,Consumer,Technology,Phones,2025-02,213.71
West,Consumer,Technology,Phones,2025-03,1086.67
West,Consumer,Technology,Phones,2025-04,492.53
West,Consumer,Technology,Phones,2025-05,2230.39
West,Consumer,Technology,Phones,2025-06,200.57
West,Consumer,Technology,Phones,2025-07,589.07
West,Consumer,Technology,Phones,2025-08,1538.87
West,Consumer,Technology,Phones,2025-09,1720.66
West,Consumer,Technology,Phones,2025-10,395.59
West,Consumer,Technology,Phones,2025-11,273.24
West,Consumer,Technology,Phones,2025-12,3277.01
West,Corporate,Furniture,Bookcases,2022-04,288.76
West,Corporate,Furniture,Bookcases,2022-05,326.0
West,Corporate,Furniture,Bookcases,2022-07,1504.03
West,Corporate,Furniture,Bookcases,2022-09,516.9
West,Corporate,Furniture,Bookcases,2022-10,705.58
West,Corporate,Furniture,Bookcases,2022-11,372.09
West,Corporate,Furniture,Bookcases,2023-05,510.37
West,Corporate,Furniture,Bookcases,2023-08,2234.59
West,Corporate,Furniture,Bookcases,2024-09,1275.64
West,Corporate,Furniture,Bookcases,2024-10,104.96
West,Corporate,Furniture,Bookcases,2025-04,476.38
West,Corporate,Furniture,Bookcases,2025-05,227.38
West,Corporate,Furniture,Bookcases,2025-07,1281.26
West,Corporate,Furniture,Bookcases,2025-09,1342.91
West,Corporate,Furniture,Bookcases,2025-10,666.27
West,Corporate,Furniture,Bookcases,2025-12,301.02
West,Corporate,Furniture,Chairs,2022-03,1301.17
West,Corporate,Furniture,Chairs,2022-04,227.44
West,Corporate,Furniture,Chairs,2022-05,509.65
West,Corporate,Furniture,Chairs,2022-07,877.64
West,Corporate,Furniture,Chairs,2022-10,731.9
West,Corporate,Furniture,Chairs,2022-12,3019.7
West,Corporate,Furniture,Chairs,2023-03,179.2
West,Corporate,Furniture,Chairs,2023-04,963.76
West,Corporate,Furniture,Chairs,2023-05,801.16
West,Corporate,Furniture,Chairs,2023-07,2342.9
West,Corporate,Furniture,Chairs,2023-09,1055.98
West,Corporate,Furniture,Chairs,2023-10,928.04
West,Corporate,Furniture,Chairs,2023-11,212.31
West,Corporate,Furniture,Chairs,2023-12,956.24
West,Corporate,Furniture,Chairs,2024-03,2521.77
West,Corporate,Furniture,Chairs,2024-04,46.5
West,Corporate,Furniture,Chairs,2024-05,800.6
West,Corporate,Furniture,Chairs,2024-07,1914.34
West,Corporate,Furniture,Chairs,2024-08,1518.16
West,Corporate,Furniture,Chairs,2024-09,3253.45
West,Corporate,Furniture,Chairs,2024-10,2274.07
West,Corporate,Furniture,Chairs,2024-11,3189.4
West,Corporate,Furniture,Chairs,2024-12,330.91
West,Corporate,Furniture,Chairs,2025-02,928.78
West,Corporate,Furniture,Chairs,2025-04,413.63
West,Corporate,Furniture,Chairs,2025-07,403.35
West,Corporate,Furniture,Chairs,2025-08,1034.26
West,Corporate,Furniture,Chairs,2025-09,399.83
West,Corporate,Furniture,Chairs,2025-10,1824.21
West,Corporate,Furniture,Chairs,2025-11,2795.04
West,Corporate,Furniture,Chairs,2025-12,2885.37
West,Corporate,Furniture,Furnishings,2022-04,139.07
West,Corporate,Furniture,Furnishings,2022-05,11.51
West,Corporate,Furniture,Furnishings,2022-06,40.27
West,Corporate,Furniture,Furnishings,2022-08,271.12
West,Corporate,Furniture,Furnishings,2022-09,42.95
West,Corporate,Furniture,Furnishings,2022-10,81.61
West,Corporate,Furniture,Furnishings,2022-11,186.43
West,Corporate,Furniture,Furnishings,2022-12,926.72
West,Corporate,Furniture,Furnishings,2023-02,113.59
West,Corporate,Furniture,Furnishings,2023-03,173.67
West,Corporate,Furniture,Furnishings,2023-04,40.22
West,Corporate,Furniture,Furnishings,2023-05,138.21
West,Corporate,Furniture,Furnishings,2023-06,826.15
West,Corporate,Furniture,Furnishings,2023-09,830.88
West,Corporate,Furniture,Furnishings,2023-10,31.48
West,Corporate,Furniture,Furnishings,2023-12,87.73
West,Corporate,Furniture,Furnishings,2024-01,182.02
West,Corporate,Furniture,Furnishings,2024-03,63.44
West,Corporate,Furniture,Furnishings,2024-04,103.15
West,Corporate,Furniture,Furnishings,2024-05,160.87
West,Corporate,Furniture,Furnishings,2024-09,214.95
West,Corporate,Furniture,Furnishings,2024-10,29.89
West,Corporate,Furniture,Furnishings,2024-11,337.57
West,Corporate,Furniture,Furnishings,2024-12,238.88
West,Corporate,Furniture,Furnishings,2025-01,24.07
West,Corporate,Furniture,Furnishings,2025-02,249.63
West,Corporate,Furniture,Furnishings,2025-03,51.64
West,Corporate,Furniture,Furnishings,2025-04,257.44
West,Corporate,Furniture,Furnishings,2025-06,117.57
West,Corporate,Furniture,Furnishings,2025-08,360.23
West,Corporate,Furniture,Furnishings,2025-09,565.6
West,Corporate,Furniture,Furnishings,2025-10,189.46
West,Corporate,Furniture,Furnishings,2025-12,769.49
West,Corporate,Furniture,Tables,2022-04,669.82
West,Corporate,Furniture,Tables,2022-05,512.01
West,Corporate,Furniture,Tables,2022-06,501.03
West,Corporate,Furniture,Tables,2022-07,1728.75
West,Corporate,Furniture,Tables,2022-09,70.63
West,Corporate,Furniture,Tables,2022-10,395.55
West,Corporate,Furniture,Tables,2022-11,839.24
West,Corporate,Furniture,Tables,2023-03,3686.48
West,Corporate,Furniture,Tables,2023-09,185.08
West,Corporate,Furniture,Tables,2023-11,775.9
West,Corporate,Furniture,Tables,2023-12,353.68
West,Corporate,Furniture,Tables,2024-05,1631.72
West,Corporate,Furniture,Tables,2024-06,2848.19
West,Corporate,Furniture,Tables,2024-07,831.94
West,Corporate,Furniture,Tables,2024-08,3171.96
West,Corporate,Furniture,Tables,2024-09,1081.31
West,Corporate,Furniture,Tables,2024-10,790.78
West,Corporate,Furniture,Tables,2024-12,5225.84
West,Corporate,Furniture,Tables,2025-01,1281.37
West,Corporate,Furniture,Tables,2025-03,363.01
West,Corporate,Furniture,Tables,2025-05,560.89
West,Corporate,Furniture,Tables,2025-09,1862.12
West,Corporate,Furniture,Tables,2025-10,1640.33
West,Corporate,Office Supplies,Appliances,2022-01,53.93
West,Corporate,Office Supplies,Appliances,2022-02,73.03
West,Corporate,Office Supplies,Appliances,2022-05,56.78
West,Corporate,Office Supplies,Appliances,2022-07,35.16
West,Corporate,Office Supplies,Appliances,2022-10,15.71
West,Corporate,Office Supplies,Appliances,2022-11,685.73
West,Corporate,Office Supplies,Appliances,2023-04,80.87
West,Corporate,Office Supplies,Appliances,2023-09,1488.69
West,Corporate,Office Supplies,Appliances,2023-10,225.28
West,Corporate,Office Supplies,Appliances,2023-11,414.54
West,Corporate,Office Supplies,Appliances,2023-12,230.71
West,Corporate,Office Supplies,Appliances,2024-03,146.96
West,Corporate,Office Supplies,Appliances,2024-04,30.5
West,Corporate,Office Supplies,Appliances,2024-05,82.6
West,Corporate,Office Supplies,Appliances,2024-07,724.02
West,Corporate,Office Supplies,Appliances,2024-08,48.59
West,Corporate,Office Supplies,Appliances,2024-09,20.01
West,Corporate,Office Supplies,Appliances,2024-10,44.52
West,Corporate,Office Supplies,Appliances,2024-11,42.04
West,Corporate,Office Supplies,Appliances,2024-12,100.17
West,Corporate,Office Supplies,Appliances,2025-01,23.05
West,Corporate,Office Supplies,Appliances,2025-02,1446.87
West,Corporate,Office Supplies,Appliances,2025-03,622.96
West,Corporate,Office Supplies,Appliances,2025-05,7.1
West,Corporate,Office Supplies,Appliances,2025-07,148.16
West,Corporate,Office Supplies,Appliances,2025-08,2721.09
West,Corporate,Office Supplies,Appliances,2025-09,371.87
West,Corporate,Office Supplies,Appliances,2025-10,81.55
West,Corporate,Office Supplies,Appliances,2025-12,189.53
West,Corporate,Office Supplies,Art,2022-03,25.11
West,Corporate,Office Supplies,Art,2022-04,121.59
West,Corporate,Office Supplies,Art,2022-06,167.31
West,Corporate,Office Supplies,Art,2022-07,106.15
West,Corporate,Office Supplies,Art,2022-10,277.39
West,Corporate,Office Supplies,Art,2022-11,3.39
West,Corporate,Office Supplies,Art,2022-12,1282.38
West,Corporate,Office Supplies,Art,2023-02,4.96
West,Corporate,Office Supplies,Art,2023-03,3.58
West,Corporate,Office Supplies,Art,2023-04,98.59
West,Corporate,Office Supplies,Art,2023-07,106.43
West,Corporate,Office Supplies,Art,2023-08,48.73
West,Corporate,Office Supplies,Art,2023-09,371.48
West,Corporate,Office Supplies,Art,2023-12,8.91
West,Corporate,Office Supplies,Art,2024-01,35.36
West,Corporate,Office Supplies,Art,2024-06,5.62
West,Corporate,Office Supplies,Art,2024-08,13.02
West,Corporate,Office Supplies,Art,2024-09,43.74
West,Corporate,Office Supplies,Art,2024-12,140.85
West,Corporate,Office Supplies,Art,2025-03,41.32
West,Corporate,Office Supplies,Art,2025-04,10.99
West,Corporate,Office Supplies,Art,2025-05,35.98
West,Corporate,Office Supplies,Art,2025-06,488.64
West,Corporate,Office Supplies,Art,2025-07,3.64
West,Corporate,Office Supplies,Art,2025-09,92.84
West,Corporate,Office Supplies,Art,2025-10,14.08
West,Corporate,Office Supplies,Art,2025-11,13.15
West,Corporate,Office Supplies,Art,2025-12,295.73
West,Corporate,Office Supplies,Binders,2022-02,35.84
West,Corporate,Office Supplies,Binders,2022-03,26.61
West,Corporate,Office Supplies,Binders,2022-04,107.68
West,Corporate,Office Supplies,Binders,2022-07,213.81
West,Corporate,Office Supplies,Binders,2022-08,127.24
West,Corporate,Office Supplies,Binders,2022-09,98.04
West,Corporate,Office Supplies,Binders,2022-10,155.27
West,Corporate,Office Supplies,Binders,2022-11,2682.01
West,Corporate,Office Supplies,Binders,2022-12,836.57
West,Corporate,Office Supplies,Binders,2023-01,1.93
West,Corporate,Office Supplies,Binders,2023-02,11.1
West,Corporate,Office Supplies,Binders,2023-04,82.76
West,Corporate,Office Supplies,Binders,2023-05,24.39
West,Corporate,Office Supplies,Binders,2023-06,8.47
West,Corporate,Office Supplies,Binders,2023-07,28.49
West,Corporate,Office Supplies,Binders,2023-08,151.45
West,Corporate,Office Supplies,Binders,2023-09,351.05
West,Corporate,Office Supplies,Binders,2023-10,120.83
West,Corporate,Office Supplies,Binders,2023-11,98.26
West,Corporate,Office Supplies,Binders,2023-12,117.23
West,Corporate,Office Supplies,Binders,2024-02,42.22
West,Corporate,Office Supplies,Binders,2024-03,49.26
West,Corporate,Office Supplies,Binders,2024-04,281.3
West,Corporate,Office Supplies,Binders,2024-05,51.47
West,Corporate,Office Supplies,Binders,2024-06,121.67
West,Corporate,Office Supplies,Binders,2024-07,1.94
West,Corporate,Office Supplies,Binders,2024-08,97.54
West,Corporate,Office Supplies,Binders,2024-09,379.3
West,Corporate,Office Supplies,Binders,2024-10,108.38
West,Corporate,Office Supplies,Binders,2024-11,170.91
West,Corporate,Office Supplies,Binders,2024-12,768.21
West,Corporate,Office Supplies,Binders,2025-01,285.66
West,Corporate,Office Supplies,Binders,2025-02,48.04
West,Corporate,Office Supplies,Binders,2025-03,189.27
West,Corporate,Office Supplies,Binders,2025-04,850.77
West,Corporate,Office Supplies,Binders,2025-05,20.93
West,Corporate,Office Supplies,Binders,2025-06,3.82
West,Corporate,Office Supplies,Binders,2025-07,41.41
West,Corporate,Office Supplies,Binders,2025-08,3644.11
